dt,datetime,temp,feels_like,pressure,humidity,temp_min,temp_max,wind_speed,wind_deg,clouds_all,weather_id,weather_main,weather_description,weather_icon
1667390400,2022-11-02 14:00:00,25.430000000000007,25.02000000000004,1013,38,22.83000000000004,26.160000000000025,2.57,90,0,800,Clear,clear sky,01d
1667394000,2022-11-02 15:00:00,25.55000000000001,25.180000000000007,1009,39,23.939999999999998,26.720000000000027,3.09,100,0,800,Clear,clear sky,01d
1667397600,2022-11-02 16:00:00,24.900000000000034,24.52000000000004,1009,41,23.05000000000001,26.720000000000027,3.09,90,0,800,Clear,clear sky,01d
1667401200,2022-11-02 17:00:00,22.470000000000027,22.03000000000003,1011,48,21.010000000000048,23.32000000000005,3.6,80,0,800,Clear,clear sky,01d
1667404800,2022-11-02 18:00:00,20.05000000000001,19.49000000000001,1010,53,16.010000000000048,21.720000000000027,3.6,70,0,800,Clear,clear sky,01n
1667408400,2022-11-02 19:00:00,18.700000000000045,18.04000000000002,1010,54,15.010000000000048,20.610000000000014,3.09,70,0,800,Clear,clear sky,01n
1667412000,2022-11-02 20:00:00,17.629999999999995,16.960000000000036,1010,58,13.010000000000048,19.49000000000001,3.09,80,0,800,Clear,clear sky,01n
1667415600,2022-11-02 21:00:00,16.730000000000018,15.970000000000027,1011,58,14.010000000000048,18.939999999999998,2.06,70,0,800,Clear,clear sky,01n
1667419200,2022-11-02 22:00:00,15.78000000000003,15.03000000000003,1012,62,12.010000000000048,18.379999999999995,2.57,80,0,800,Clear,clear sky,01n
1667422800,2022-11-02 23:00:00,15.610000000000014,14.870000000000005,1012,63,12.050000000000011,17.83000000000004,2.06,60,0,800,Clear,clear sky,01n
1667426400,2022-11-03 00:00:00,15.360000000000014,14.620000000000005,1013,64,12.79000000000002,17.27000000000004,4.63,70,0,800,Clear,clear sky,01n
1667430000,2022-11-03 01:00:00,16.180000000000007,15.550000000000011,1015,65,15.550000000000011,16.670000000000016,6.17,90,0,800,Clear,clear sky,01n
1667433600,2022-11-03 02:00:00,15.610000000000014,14.950000000000045,1014,66,13.810000000000002,17.27000000000004,4.12,90,0,800,Clear,clear sky,01n
1667437200,2022-11-03 03:00:00,15.220000000000027,14.520000000000039,1015,66,13.810000000000002,16.720000000000027,4.63,90,0,800,Clear,clear sky,01n
1667440800,2022-11-03 04:00:00,14.960000000000036,14.29000000000002,1017,68,14.430000000000007,15.480000000000018,4.12,100,0,800,Clear,clear sky,01n
1667444400,2022-11-03 05:00:00,14.180000000000007,13.510000000000048,1016,71,13.25,14.920000000000016,3.6,100,0,800,Clear,clear sky,01n
1667448000,2022-11-03 06:00:00,13.57000000000005,12.890000000000043,1017,73,12.050000000000011,14.360000000000014,2.24,90,0,800,Clear,clear sky,01n
1667451600,2022-11-03 07:00:00,13.660000000000025,12.990000000000009,1016,73,11.050000000000011,15.610000000000014,1.03,0,0,800,Clear,clear sky,01d
1667455200,2022-11-03 08:00:00,13.53000000000003,12.920000000000016,1018,76,11.050000000000011,14.439999999999998,2.06,20,0,800,Clear,clear sky,01d
1667458800,2022-11-03 09:00:00,14.720000000000027,14.150000000000034,1018,73,12.79000000000002,15.560000000000002,1.54,30,0,800,Clear,clear sky,01d
1667462400,2022-11-03 10:00:00,16.689999999999998,16.110000000000014,1017,65,13.939999999999998,18.939999999999998,1.54,50,0,800,Clear,clear sky,01d
